Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	stationaryDist[1]	stationaryDist[2]	tree_length
3672	-417.9001	-424.051	6.150863	0.0774442	0.0212916	0.037812	0.00165832	0.00243679	0.00367173	0.00116751	0.0596825	0.010711	0.0187739	0.107572	0.0472592	0.0236609	0.0330849	0.0324831	0.1158744	1.884126	0.117938	0.352568	0.722351	1.38437	2.83633	8.47904	1.54563	16.26007	0.161777	0.0444772	0.0789873	0.00346415	0.00509033	0.00767005	0.00243887	0.124674	0.0223748	0.0392178	0.224712	0.0987221	0.0494265	0.0691127	0.0678555	0.942063	0.0579372	0.4787095
3708	-422.303	-427.0036	4.700594	0.0390101	0.0214751	0.0255953	0.0131764	0.000529263	0.000852898	0.0018461	0.0457516	0.0210998	0.00433662	0.0688575	0.013672	0.00687323	0.00649353	0.0251792	0.080865	1.919135	0.0464603	0.223837	0.626889	1.59518	4.46753	21.5237	2.219212	23.73258	0.13235	0.072859	0.0868376	0.0447038	0.00179564	0.00289364	0.0062633	0.155222	0.0715857	0.0147129	0.233614	0.0463853	0.023319	0.0220307	0.0854262	0.959568	0.0404325	0.2947487
3744	-429.2929	-432.8024	3.509442	0.0645583	0.0346584	0.0135458	0.0106584	0.0020388	0.00151974	0.00567884	0.0308737	0.0335933	1.76752e-05	0.0563803	0.0130051	0.0121398	0.0137229	0.0344493	0.0333091	1.966691	0.09361	0.315001	0.697401	1.4339	3.1746	10.6826	1.712674	59.04365	0.197522	0.106041	0.0414448	0.0326104	0.00623792	0.00464979	0.017375	0.094461	0.102782	5.40789e-05	0.172501	0.0397905	0.0371429	0.0419866	0.105401	0.983345	0.0166545	0.3268402
3780	-419.2486	-425.2504	6.001871	0.0282464	0.00518765	0.00152027	0.000831473	0.0011552	0.000579236	0.000348276	0.0249654	0.0115819	0.00204125	0.0153128	0.0107205	0.00292873	0.00543396	0.0133851	0.2469263	1.753074	0.0374425	0.201477	0.606641	1.64842	4.96334	26.7076	2.375244	7.099584	0.227357	0.0417557	0.0122367	0.00669257	0.00929825	0.0046623	0.00280329	0.200948	0.0932235	0.0164302	0.123253	0.0862902	0.0235735	0.0437382	0.107737	0.876537	0.123463	0.1242382
3816	-426.3246	-429.6714	3.346824	0.0308194	0.00924927	0.0136567	0.012193	0.00295177	0.000320001	0.00342094	0.0224478	0.00813356	0.00788742	0.0308005	0.0172195	0.00948859	0.00161729	0.0311657	0.04677156	1.953228	0.0400635	0.208237	0.612918	1.63154	4.80223	24.9604	2.326322	41.76103	0.153048	0.0459314	0.0678187	0.0605496	0.0146583	0.00158911	0.0169882	0.111474	0.0403909	0.0391685	0.152954	0.0855114	0.0471198	0.00803137	0.154767	0.976614	0.0233858	0.2013714
3852	-417.3688	-423.8344	6.465597	0.100113	0.0504837	0.0345769	0.0108874	0.00201869	0.00523029	0.00181246	0.0352497	0.0445022	0.0300508	0.108801	0.0310102	0.027114	0.00960359	0.0673816	0.1318293	1.868171	0.133426	0.374436	0.73604	1.35862	2.67069	7.49481	1.456413	14.17113	0.179145	0.0903374	0.0618733	0.0194824	0.00361232	0.00935929	0.00324329	0.0630771	0.079634	0.053774	0.194692	0.0554908	0.0485188	0.017185	0.120575	0.934085	0.0659146	0.5588347
3888	-420.4631	-427.5626	7.099494	0.234441	0.0136142	0.0339105	0.0144166	0.00619367	0.00423139	0.002566	0.0561943	0.00732028	0.0787844	0.0907337	0.0442143	0.0926532	0.0492966	0.00519381	0.1740103	1.82599	0.181658	0.435248	0.771423	1.29631	2.29754	5.50484	1.233287	10.49358	0.319505	0.0185539	0.0462144	0.0196475	0.00844096	0.00576669	0.00349704	0.0765836	0.00997634	0.10737	0.123655	0.0602569	0.126271	0.0671832	0.00707831	0.912995	0.0870051	0.7337637
3924	-418.9927	-426.7394	7.74663	0.0396101	0.00374189	0.00802472	0.000294186	0.00212719	0.0024375	0.00288484	0.0371409	0.0224315	0.00552587	0.0496452	0.0176144	0.0123821	0.0118706	0.0359058	0.4736921	1.526308	0.049012	0.229751	0.63201	1.58225	4.35254	20.4032	2.180551	3.222152	0.15741	0.0148702	0.0318901	0.00116909	0.00845342	0.00968658	0.0114643	0.147597	0.0891423	0.0219597	0.197289	0.0699992	0.0492063	0.0471735	0.142689	0.763154	0.236846	0.2516368
3960	-421.7042	-428.2078	6.503522	0.0649438	0.0160672	0.0222144	0.0324264	0.00187238	0.0049417	0.000301477	0.0440707	0.0314276	0.00674839	0.0489214	0.0165026	0.0570646	0.0115707	0.00416604	0.1346186	1.865381	0.141071	0.38475	0.742307	1.34715	2.59909	7.08861	1.416123	13.85679	0.178791	0.0442332	0.0611563	0.08927	0.00515466	0.0136045	0.000829968	0.121327	0.0865203	0.0185784	0.134681	0.0454317	0.157099	0.0318543	0.0114691	0.932691	0.0673093	0.3632393
3996	-419.4806	-425.0639	5.583316	0.16009	0.0369297	0.0405847	0.00314671	0.000312743	0.00745209	0.00102792	0.0672526	0.0249993	0.0353721	0.0488963	0.0245264	0.116231	0.0273045	0.000561896	0.08569015	1.91431	0.117809	0.35238	0.722231	1.3846	2.83784	8.4883	1.54642	22.33991	0.2692	0.0620993	0.0682453	0.00529136	0.000525894	0.0125311	0.00172851	0.113089	0.0420378	0.0594801	0.0822217	0.0412424	0.195448	0.0459139	0.000944858	0.957155	0.0428451	0.594688
4032	-418.7496	-422.3049	3.555321	0.0469346	0.0247441	0.0138892	0.00295798	4.94665e-05	0.00257245	0.00137529	0.0183515	0.0073495	0.0105649	0.0192535	0.0187428	0.0369194	0.0146618	0.00534273	0.04753158	1.952468	0.0470416	0.225199	0.628077	1.59216	4.44052	21.2578	2.210221	41.07729	0.209802	0.110608	0.0620862	0.0132224	0.00022112	0.0114991	0.00614767	0.0820326	0.0328529	0.047226	0.086065	0.0837819	0.165033	0.0655396	0.0238825	0.976234	0.0237658	0.2237091
4068	-423.9453	-430.3813	6.436056	0.196357	0.0414698	0.0217885	0.0147164	0.00250074	0.00789914	0.00613867	0.0775716	0.0215728	0.00742135	0.127461	0.00538956	0.0342095	0.0489578	0.0165352	0.1287902	1.87121	0.139943	0.383246	0.7414	1.3488	2.60929	7.14579	1.421932	14.52913	0.311683	0.0658261	0.0345855	0.0233597	0.00396949	0.0125385	0.00974408	0.123132	0.0342431	0.0117801	0.202323	0.008555	0.0543017	0.077712	0.0262468	0.935605	0.0643951	0.6299896
4104	-421.3032	-426.4616	5.158444	0.0945621	0.00826642	0.0183343	0.00698786	0.00236988	0.00420092	0.00706232	0.0480711	0.00528651	0.00822456	0.0681253	0.0256755	0.00329935	0.0298317	0.031831	0.08685064	1.913149	0.0660045	0.265646	0.661292	1.51219	3.76441	15.1505	1.965325	22.02804	0.261128	0.0228273	0.0506292	0.0192966	0.0065443	0.0116006	0.0195022	0.132746	0.0145984	0.0227117	0.188124	0.0709016	0.00911097	0.0823788	0.0878996	0.956575	0.0434253	0.3621288
4140	-422.7113	-428.4221	5.7108	0.00506134	0.000647247	0.00945933	0.00303871	0.000863113	0.000815719	0.00235626	0.0251441	0.0154618	0.0135223	0.0325135	0.00142405	0.0110986	0.01498	0.0106205	0.1771111	1.822889	0.0465073	0.223948	0.626986	1.59493	4.46533	21.502	2.21848	10.29235	0.0344294	0.00440284	0.0643463	0.0206706	0.00587126	0.00554886	0.0160282	0.171041	0.105177	0.0919845	0.22117	0.009687	0.0754975	0.1019	0.0722449	0.911444	0.0885555	0.1470066
4176	-429.9889	-438.6262	8.637278	0.039208	0.0310726	0.0811712	0.0457132	0.00254188	0.00440753	0.0101814	0.0190096	0.0129402	0.0292136	0.0530718	0.0590174	0.0769852	0.0441233	0.0020538	0.4859964	1.514004	0.121681	0.357982	0.725793	1.3778	2.79344	8.2182	1.523037	3.115257	0.0767714	0.0608418	0.158938	0.089509	0.00497715	0.00863019	0.0199357	0.0372219	0.0253376	0.0572018	0.103918	0.115559	0.150741	0.0863959	0.00402145	0.757002	0.242998	0.5107106
4212	-422.7176	-427.9658	5.248177	0.0873205	0.00847403	0.0111976	0.02818	0.00101349	0.00218037	0.000548763	0.0331205	0.0248569	0.0123835	0.0248719	0.0191077	0.0408082	0.00638058	0.00131343	0.08941878	1.910581	0.0755255	0.28369	0.67499	1.4815	3.52498	13.2406	1.867893	21.36667	0.289373	0.0280823	0.0371079	0.0933863	0.00335863	0.00722558	0.00181856	0.109759	0.0823738	0.0410381	0.0824236	0.0633215	0.135235	0.0211447	0.0043526	0.955291	0.0447094	0.3017574
4248	-424.7802	-429.7063	4.926179	0.0323998	0.0224334	0.020627	0.0140394	0.000211534	0.00893681	0.00156818	0.0475093	0.00170983	0.0120097	0.0205714	0.020186	0.0296153	0.0050125	0.00964974	0.08493687	1.915063	0.062669	0.259012	0.656095	1.52417	3.86083	15.9569	2.00282	22.5469	0.13145	0.0910153	0.0836863	0.0569595	0.000858221	0.0362578	0.00636232	0.192751	0.00693702	0.0487248	0.0834608	0.081897	0.120153	0.0203364	0.0391502	0.957532	0.0424684	0.2464797
4284	-419.9227	-424.9281	5.005408	0.0859442	0.0333149	0.0555755	0.00162456	0.0002506	0.00382403	0.00167643	0.0676015	0.00900557	0.0554493	0.0106806	0.0524608	0.0371931	0.0764706	0.0291975	0.07720232	1.922798	0.0679027	0.269345	0.664151	1.50568	3.71272	14.727	1.944824	24.90596	0.165192	0.0640339	0.106821	0.00312254	0.000481673	0.00735009	0.00322224	0.129936	0.0173094	0.106578	0.020529	0.100834	0.0714882	0.146983	0.0561199	0.961399	0.0386012	0.5202693
4320	-420.648	-426.9504	6.302354	0.0495573	0.0233328	0.00856937	0.000465454	0.000251344	0.00303431	0.00627442	0.0337546	0.00562279	0.00819797	0.0169391	0.0228004	0.0244606	0.0118545	0.0136514	0.1817955	1.818205	0.0673325	0.268239	0.663299	1.50762	3.72802	14.8517	1.950921	10.00137	0.216628	0.101994	0.0374591	0.00203462	0.00109869	0.0132638	0.0274272	0.147551	0.0245787	0.0358356	0.0740455	0.0996668	0.106924	0.0518191	0.059674	0.909102	0.0908977	0.2287663
4356	-425.5906	-429.8355	4.244905	0.140924	0.0248244	0.0524847	0.000171995	8.28301e-05	0.00621112	0.00828334	0.0597924	0.030054	0.0426625	0.0222587	0.028673	0.154246	0.0122066	0.0011361	0.04814034	1.95186	0.0847308	0.300056	0.686905	1.4558	3.33271	11.8021	1.784734	40.5452	0.241303	0.0425067	0.0898693	0.000294506	0.000141829	0.0106353	0.0141835	0.102382	0.0514613	0.0730507	0.0381134	0.0490966	0.264115	0.0209012	0.00194533	0.97593	0.0240702	0.5840118
4392	-416.7431	-423.5082	6.765107	0.0408285	0.00227521	0.0166963	0.00492379	0.00222742	0.00127776	0.00262252	0.0362575	0.0121402	0.0103652	0.0106172	0.0349263	0.00375438	0.0649661	0.0296487	0.205756	1.794244	0.0840017	0.298794	0.686003	1.45772	3.34678	11.9045	1.790983	8.72025	0.149267	0.00831803	0.0610407	0.0180011	0.00814333	0.00467141	0.00958779	0.132555	0.044384	0.0378947	0.038816	0.127689	0.0137258	0.237512	0.108394	0.897122	0.102878	0.2735271
4428	-418.4755	-424.2299	5.754386	0.0280535	0.00114331	0.00983928	2.79748e-05	0.000699988	0.00226322	0.00125907	0.0175525	0.01343	0.00654601	0.0195311	0.0266449	0.0300422	0.00480158	0.0027797	0.1508017	1.849198	0.0654206	0.264497	0.660398	1.51424	3.78076	15.2857	1.97175	12.26245	0.170419	0.00694536	0.0597717	0.000169942	0.00425229	0.0137486	0.0076486	0.106628	0.0815849	0.0397657	0.118648	0.161863	0.1825	0.0291687	0.0168861	0.924599	0.0754008	0.1646144
4464	-419.3872	-427.2043	7.817076	0.0336116	0.000587654	0.012416	0.00427999	0.00193949	0.00869753	0.00680648	0.030864	0.0280745	0.00463825	0.0183671	0.0357203	0.015234	0.0609239	0.0166576	0.3828017	1.617198	0.0830728	0.297179	0.684843	1.46019	3.36498	12.0376	1.799023	4.224637	0.12055	0.00210766	0.0445309	0.0153505	0.00695609	0.0311943	0.0244119	0.110696	0.100691	0.0166354	0.0658747	0.128113	0.0546377	0.218508	0.0597436	0.808599	0.191401	0.2788182
4500	-427.633	-430.2307	2.59772	0.0483345	0.000129163	0.0232723	0.0017914	0.000705823	0.00505878	0.00748279	0.016903	0.0109747	0.00471199	0.0161904	0.0108312	0.0320103	0.0108026	0.0147201	0.03115526	1.968845	0.0438696	0.217661	0.62144	1.60916	4.59431	22.7948	2.260699	63.19462	0.237028	0.000633403	0.114125	0.00878484	0.00346129	0.0248078	0.0366949	0.0828908	0.053819	0.0231071	0.0793962	0.0531153	0.156976	0.0529748	0.0721858	0.984422	0.0155776	0.2039191
4536	-422.7953	-427.6184	4.823109	0.010356	0.00229027	0.00168839	0.000834717	9.42491e-05	0.000986463	9.21025e-05	0.00813852	0.00159414	0.00234941	0.00846498	0.00822819	0.00430337	0.0171522	0.00514559	0.191901	1.808099	0.0246371	0.164276	0.569211	1.75682	6.08731	40.5892	2.677887	9.422039	0.144397	0.0319342	0.0235419	0.0116388	0.00131415	0.0137546	0.00128422	0.113479	0.0222277	0.0327587	0.11803	0.114729	0.0600036	0.23916	0.071747	0.904049	0.0959505	0.07171857
4572	-417.1727	-424.6793	7.506608	0.0862157	0.0234939	0.0624583	0.0086401	0.000301801	0.010528	0.00124474	0.0467568	0.0107844	0.00311747	0.00666281	0.0193891	0.0853584	0.0247876	0.069495	0.2463668	1.753633	0.124924	0.362604	0.728704	1.3723	2.75783	8.00486	1.504019	7.117976	0.187738	0.0511589	0.136005	0.0188142	0.000657183	0.0229251	0.00271047	0.101815	0.0234834	0.00678841	0.0145085	0.0422206	0.185871	0.0539759	0.151328	0.876817	0.123183	0.4592341
4608	-418.9604	-423.4645	4.504105	0.0292908	0.00818853	0.0187386	0.00357156	0.000412688	0.00162025	0.00021915	0.0247359	0.00505898	0.0133513	0.00810034	0.0117181	0.0300346	0.0146442	0.0139674	0.09558211	1.904418	0.032646	0.188448	0.594118	1.68317	5.30651	30.6317	2.474366	19.92442	0.15949	0.0445871	0.102033	0.0194474	0.00224712	0.00882237	0.00119329	0.134689	0.0275465	0.0726987	0.0441069	0.0638061	0.16354	0.0797384	0.0760536	0.952209	0.0477911	0.1836525
4644	-420.6237	-426.785	6.161271	0.047921	0.00957342	0.0275207	0.012585	0.00148509	0.00669776	0.00629657	0.0296729	0.00416203	0.0157368	0.0270007	0.014101	0.000629451	0.0569486	0.0263396	0.1419506	1.858049	0.0866197	0.3033	0.689214	1.45093	3.29706	11.5447	1.768792	13.08941	0.167164	0.0333952	0.0960011	0.0439004	0.00518046	0.023364	0.0219645	0.103509	0.0145185	0.0548952	0.0941873	0.049189	0.00219573	0.198655	0.0918811	0.929025	0.0709753	0.2866707
4680	-421.1348	-425.4115	4.276723	0.0243466	0.00300569	0.0232835	0.00473715	0.00249719	0.00083946	0.00198652	0.0443171	0.00726986	0.0131813	0.00903355	0.0149496	0.0458527	0.0101353	0.0242524	0.06677398	1.933226	0.050237	0.232534	0.634388	1.57632	4.30045	19.9056	2.162701	28.95179	0.105998	0.013086	0.10137	0.0206243	0.0108721	0.00365478	0.00864877	0.192945	0.031651	0.0573879	0.0393296	0.0650868	0.19963	0.0441263	0.105588	0.966613	0.033387	0.229688
4716	-420.7521	-426.6965	5.944451	0.0412582	0.00539137	0.0256179	0.00674177	0.00246659	0.00533652	0.00763676	0.0377399	0.00259566	0.0149409	0.0240553	0.00913782	0.0432831	0.0139518	0.034637	0.1205898	1.87941	0.0984095	0.322776	0.702727	1.42303	3.09812	10.1616	1.67652	15.58515	0.150144	0.0196199	0.093227	0.0245342	0.00897625	0.0194203	0.0277912	0.137341	0.00944597	0.0543718	0.0875405	0.0332537	0.157513	0.0507724	0.126049	0.939705	0.0602949	0.2747906
4752	-424.1819	-430.1237	5.941814	0.130927	0.0122555	0.0505259	0.00149899	0.00262686	0.0288102	0.00664524	0.0748212	0.0015067	0.045114	0.0714936	0.0623055	0.198953	0.0688361	0.0976674	0.1150254	1.884975	0.114078	0.346892	0.718702	1.3914	2.88274	8.76596	1.569693	16.38746	0.153313	0.0143509	0.0591647	0.00175528	0.003076	0.0337361	0.00778142	0.0876139	0.00176431	0.0528275	0.0837173	0.0729583	0.23297	0.0806056	0.114366	0.942487	0.0575127	0.8539875
4788	-420.4774	-425.9988	5.521306	0.174345	0.0216495	0.0145736	0.00262878	0.000685089	0.00481103	0.00357762	0.0336488	0.0154246	0.00394604	0.0455344	0.0160954	0.0364248	0.0761719	0.0245065	0.09738401	1.902616	0.076472	0.285418	0.67627	1.4787	3.50363	13.0767	1.858887	19.53725	0.367798	0.0456718	0.0307445	0.00554567	0.00144527	0.0101494	0.00754736	0.0709856	0.0325398	0.00832457	0.0960596	0.033955	0.0768419	0.160693	0.0516989	0.951308	0.048692	0.4740228
4824	-422.0791	-430.8348	8.75568	0.068689	0.00862707	0.0182891	0.024391	0.00513174	0.0186494	0.000898934	0.039028	0.0498272	0.0360301	0.0795828	0.115954	0.0750857	0.133848	0.0242397	0.49569	1.50431	0.149154	0.395348	0.748626	1.33578	2.52942	6.70449	1.375839	3.03478	0.09837	0.0123549	0.0261919	0.0349306	0.0073492	0.026708	0.00128737	0.0558923	0.0713579	0.0515989	0.113971	0.166058	0.107531	0.191685	0.0347139	0.752155	0.247845	0.698272
4860	-420.3734	-425.4503	5.076924	0.0993322	0.0255158	0.0318779	0.0163037	0.000843578	0.00532882	0.00505914	0.0428368	0.0249537	0.0164625	0.0312673	0.0161381	0.0198956	0.0848139	0.0272904	0.08320075	1.916799	0.0622112	0.258087	0.655363	1.52587	3.87466	16.0743	2.008121	23.03825	0.221764	0.0569652	0.0711688	0.0363987	0.00188333	0.0118968	0.0112948	0.0956351	0.0557101	0.0367533	0.0698057	0.036029	0.0444178	0.189351	0.0609269	0.9584	0.0416004	0.4479194
4896	-427.1784	-434.1987	7.020335	0.104003	0.131148	0.113695	0.0187301	0.00281225	0.015164	0.0119862	0.0491417	0.0167385	0.022801	0.0785569	0.0530291	0.0434493	0.342056	0.022503	0.1908599	1.80914	0.184116	0.43811	0.773002	1.29366	2.28253	5.43136	1.223569	9.478888	0.101386	0.127848	0.110834	0.0182588	0.00274148	0.0147824	0.0116846	0.0479051	0.0163173	0.0222273	0.0765801	0.0516947	0.0423559	0.333448	0.0219367	0.90457	0.09543	1.025814
4932	-420.9646	-427.0734	6.108806	0.042414	0.00893774	0.0165931	0.010286	0.001824	0.00283706	0.00298732	0.0398351	0.0195696	0.0361001	0.0129193	0.033813	0.0301837	0.0375551	0.0106314	0.142005	1.857995	0.0775097	0.2873	0.677658	1.47567	3.48068	12.9016	1.849142	13.08401	0.138388	0.0291619	0.0541397	0.0335611	0.00595132	0.00925673	0.00974698	0.129973	0.0638515	0.117787	0.042153	0.110325	0.0984831	0.122534	0.0346881	0.928998	0.0710025	0.3064865
4968	-419.4481	-424.613	5.164937	0.0092281	0.002913	0.00373766	0.00170392	0.000365217	0.000423127	0.000664115	0.0129608	0.0047339	0.00161758	0.00361503	0.00873789	0.00579348	0.0108848	0.0015915	0.2635042	1.736496	0.0195674	0.146817	0.549604	1.81949	6.81119	51.1053	2.844472	6.590011	0.133798	0.0422356	0.0541924	0.0247052	0.00529528	0.00613493	0.00962901	0.187919	0.0686369	0.0234533	0.0524144	0.126691	0.0839998	0.157819	0.0230751	0.868248	0.131752	0.0689702
5004	-424.8077	-430.2415	5.433786	0.0323724	0.0154563	0.0170518	0.00388783	0.00309947	0.00134651	0.006954	0.0185908	0.00776498	0.0237595	0.0059744	0.0450873	0.00704496	0.00937707	0.0206853	0.152779	1.847221	0.0319237	0.186403	0.592099	1.68891	5.36473	31.3247	2.490543	12.0908	0.14819	0.0707534	0.0780573	0.0177971	0.0141883	0.00616385	0.031833	0.0851023	0.0355454	0.108763	0.0273487	0.206394	0.0322494	0.042925	0.0946902	0.92361	0.0763895	0.2184526
5040	-424.5098	-431.589	7.07915	0.0518366	0.000776424	0.0124942	0.00830556	0.00288071	0.00567935	0.00267811	0.0103922	0.00241313	0.010668	0.015359	0.0436351	0.0037017	0.0292233	0.0122887	0.2953762	1.704624	0.0663938	0.266409	0.661884	1.51084	3.75363	15.0616	1.961072	5.771026	0.24413	0.00365665	0.0588429	0.0391159	0.013567	0.0267475	0.0126128	0.0489433	0.0113649	0.050242	0.0723347	0.205504	0.0174336	0.13763	0.0578748	0.852312	0.147688	0.2123321
5076	-418.4576	-426.3448	7.88713	0.193447	0.0799408	0.098485	0.00198281	0.011143	0.0189341	0.0217497	0.138968	0.0337393	0.0270347	0.125801	0.244881	0.120921	0.3111	0.0713958	0.3423034	1.657697	0.339167	0.590176	0.848302	1.17883	1.69441	2.9484	0.7818263	4.842769	0.129006	0.0533108	0.0656776	0.0013223	0.00743102	0.0126267	0.0145044	0.0926748	0.0225	0.0180288	0.0838939	0.163306	0.0806396	0.207466	0.0476124	0.828848	0.171152	1.499523
5112	-419.9741	-428.397	8.422927	0.101463	0.016876	0.0739651	0.0313892	0.00221625	0.0138721	0.00694893	0.0902112	0.0319042	0.0205749	0.0555076	0.0761003	0.0287886	0.213679	0.0181324	0.383623	1.616377	0.184522	0.438581	0.773261	1.29322	2.28008	5.4194	1.221976	4.213451	0.12981	0.0215908	0.0946294	0.0401587	0.00283543	0.0177476	0.00889031	0.115414	0.0408176	0.0263231	0.0710152	0.0973612	0.0368315	0.273377	0.0231983	0.808188	0.191812	0.7816292
5148	-426.0816	-431.844	5.762334	0.0686644	0.0170031	0.0170499	0.00462098	0.00183952	0.00269282	0.00944484	0.0557101	0.0400859	0.00453372	0.0382024	0.0323911	0.00568114	0.0622647	0.0209219	0.09786859	1.902131	0.110214	0.341111	0.714944	1.39871	2.9316	9.07329	1.594609	19.43557	0.180171	0.044615	0.0447379	0.0121252	0.00482679	0.0070658	0.0247827	0.14618	0.105183	0.0118962	0.100241	0.0849923	0.014907	0.163379	0.0548978	0.951066	0.0489343	0.3811065
5184	-421.9933	-425.7179	3.724627	0.0427002	0.0209772	0.00336051	0.0045619	0.000550251	0.00146159	0.000569489	0.0302761	0.0140858	0.0151966	0.000300334	0.0233519	0.0120352	0.0120225	0.00594278	0.04901724	1.950983	0.0631653	0.26001	0.656883	1.52234	3.846	15.8315	1.997116	39.80197	0.227865	0.111943	0.017933	0.0243441	0.00293636	0.00779964	0.00303902	0.161565	0.0751673	0.0810952	0.0016027	0.124615	0.0642248	0.064157	0.031713	0.975491	0.0245086	0.1873924
5220	-422.9274	-428.7827	5.855242	0.0483594	0.0020815	0.0292652	0.000232289	0.00132052	0.00148084	0.0041184	0.0272399	0.036868	0.0028845	0.0189249	0.016555	0.0020568	0.0367629	0.0205463	0.1338162	1.866184	0.0718433	0.276858	0.669876	1.49281	3.61196	13.9192	1.904034	13.94588	0.194452	0.00836963	0.117674	0.000934026	0.00530979	0.0059544	0.01656	0.109531	0.148245	0.0115985	0.0760963	0.066567	0.00827033	0.147822	0.0826159	0.933092	0.0669081	0.2486964
5256	-422.0093	-426.2984	4.289098	0.026768	0.00456445	0.00414897	0.00243422	0.000294392	0.00486851	0.000332219	0.0377657	0.0200621	0.00423094	0.0175147	0.0248933	0.00278781	0.0341496	0.0107157	0.06567411	1.934326	0.0606945	0.254999	0.652907	1.53161	3.92158	16.476	2.025968	29.4534	0.136899	0.0233439	0.021219	0.0124493	0.00150561	0.024899	0.00169907	0.193145	0.102603	0.0216383	0.0895752	0.127312	0.0142577	0.174651	0.0548031	0.967163	0.0328371	0.1955304
5292	-422.7666	-430.3342	7.567609	0.362071	0.0689764	0.0614148	0.0372235	0.00316174	0.0110698	0.0159858	0.0978174	0.0117409	0.158372	0.0208153	0.280063	0.0514087	0.0691739	0.0473909	0.34531	1.65469	0.149038	0.395199	0.748538	1.33594	2.53037	6.70968	1.376398	4.791898	0.279228	0.0531944	0.047363	0.0287067	0.00243832	0.00853698	0.0123282	0.0754365	0.00905457	0.122136	0.0160527	0.215984	0.0396463	0.0533467	0.0365477	0.827345	0.172655	1.296685
5328	-433.9331	-440.7072	6.774116	0.16277	0.0082076	0.0501961	0.0432706	0.000771208	0.0199895	0.0398786	0.0448631	0.129831	0.0154434	0.101022	0.0367839	0.0245849	0.0346689	0.0363209	0.178303	1.821697	0.110712	0.341862	0.715435	1.39775	2.92516	9.03247	1.591349	10.21686	0.217432	0.0109639	0.0670532	0.0578019	0.0010302	0.0267025	0.0532708	0.0599293	0.173431	0.0206296	0.134947	0.0491368	0.0328411	0.0463115	0.0485183	0.910849	0.0891515	0.7486012
5364	-427.3565	-434.7677	7.411234	0.0383344	0.0351173	0.0491613	0.00503643	0.0136119	0.0114099	0.00212703	0.0519272	0.0295371	0.061487	0.064083	0.0423949	0.0259808	0.00540149	0.062952	0.2324556	1.767544	0.124937	0.362622	0.728715	1.37228	2.75769	8.004	1.503941	7.603792	0.07689	0.0704371	0.0986063	0.0101019	0.0273024	0.0228857	0.00426633	0.104154	0.0592445	0.123329	0.128536	0.0850344	0.0521115	0.0108341	0.126267	0.883772	0.116228	0.4985618
5400	-427.2235	-433.8462	6.622759	0.0640666	0.00404875	0.11887	0.017567	0.00606193	0.0138433	0.00422486	0.0719064	0.0119266	0.0022978	0.0378384	0.152489	0.0368215	0.00120852	0.0580239	0.1476481	1.852352	0.127667	0.366465	0.731115	1.36777	2.72878	7.83289	1.488316	12.54572	0.106565	0.00673452	0.197724	0.0292201	0.0100831	0.0230263	0.00702743	0.119606	0.0198381	0.00382206	0.0629386	0.253643	0.0612472	0.00201019	0.0965143	0.926176	0.0738241	0.6011946
5436	-421.3504	-425.895	4.54455	0.113281	0.0138458	0.0464183	0.00960599	0.00215811	0.00595265	0.00461595	0.0448855	0.022635	0.00364465	0.018588	0.090656	0.0501723	0.0151581	0.0356933	0.05408834	1.945912	0.0920079	0.31236	0.695571	1.43767	3.20144	10.8686	1.725156	35.97655	0.237331	0.029008	0.0972497	0.0201253	0.00452139	0.0124712	0.00967075	0.0940384	0.047422	0.00763582	0.0389433	0.189931	0.105115	0.0317574	0.0747802	0.972956	0.0270442	0.4773102
5472	-418.9939	-426.3997	7.405784	0.0998638	0.0203595	0.0309226	0.0071684	0.00915285	0.00724454	0.0188104	0.0503257	0.0238738	0.142129	0.106484	0.0415595	0.0241913	0.025224	0.0269235	0.2081373	1.791863	0.168031	0.419006	0.762324	1.31178	2.3866	5.9513	1.289672	8.609042	0.157456	0.0321009	0.0487559	0.0113025	0.0144314	0.0114225	0.0296585	0.0793489	0.0376419	0.224096	0.167894	0.0655271	0.0381427	0.0397709	0.0424505	0.895931	0.104069	0.6342334
